,SITE,SITEVISITID,DATE_,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,MEAN_HII_40,MEAN_HII_40_ADJUSTED_BY_AREA,SITEVISITI,TUR_MEAN,TUR_SD,TUR_CLIM_M,TUR_ANOM_M,TUR_ANOM_F,SST_MEAN,SST_SD,SST_CLIM_M,SST_ANOM_M,SST_ANOM_F,PAR_MEAN,PAR_SD,PAR_CLIM_M,PAR_ANOM_M,PAR_ANOM_F,CHL_MEAN,CHL_SD,CHL_CLIM_M,CHL_ANOM_M,CHL_ANOM_F,WAVES_MEAN,WAVES_SD,WAVES_CLIM,WAVES_ANOM,WAVES_AN_1
54,AGU-00120,6746,4/8/14,2014,MARIAN,Aguijan,Forereef,Mid,14.86551809,145.5786213,0,Aguijan,3136,211062,RANDOM,RAMP_BASIC,2014,ForereefMid,Aguijan,NA,NA,NA,NA,30.20833333,29.54166667,6746,0.000121,5.30E-05,0.00027,7.70E-05,0.164032,28.911903,0.660957,29.176,0.861917,0.350962,43.707106,7.905232,56.2925,3.175735,0.168478,0.040438,0.01529,0.08782,0.009475,0.036232,NA,NA,NA,NA,NA
55,AGU-00127,6747,4/8/14,2014,MARIAN,Aguijan,Forereef,Deep,14.84365985,145.5659106,0,Aguijan,3127,213079,RANDOM,RAMP_BASIC,2014,ForereefDeep,Aguijan,NA,NA,NA,NA,29.5,24.77272727,6747,0.000121,5.30E-05,0.00027,7.70E-05,0.164032,28.91382,0.643252,29.304,0.747833,0.286859,44.079186,7.736815,56.1128,3.015994,0.179348,0.03606,0.012778,0.0957,0.011128,0.059783,NA,NA,NA,NA,NA
56,AGU-00130,6740,4/8/14,2014,MARIAN,Aguijan,Forereef,Mid,14.84862101,145.5375061,0,Aguijan,3102,213241,RANDOM,RAMP_BASIC,2014,ForereefMid,Aguijan,NA,NA,NA,NA,28.9047619,25,6740,8.60E-05,5.20E-05,0.00027,9.10E-05,0.130435,28.922579,0.636693,29.25,0.791,0.342949,43.690888,8.032395,56.435,3.131514,0.168478,0.039449,0.011734,0.07416,0.010598,0.061594,NA,NA,NA,NA,NA
57,AGU-00133,6739,4/8/14,2014,MARIAN,Aguijan,Forereef,Deep,14.86694561,145.5729019,0,Aguijan,3135,211146,RANDOM,RAMP_BASIC,2014,ForereefDeep,Aguijan,NA,NA,NA,NA,30.20833333,29.54166667,6739,8.60E-05,5.20E-05,0.00027,9.10E-05,0.130435,28.911903,0.660957,29.176,0.861917,0.350962,43.707106,7.905232,56.2925,3.175735,0.168478,0.040438,0.01529,0.08782,0.009475,0.036232,NA,NA,NA,NA,NA
58,AGU-00134,6749,4/8/14,2014,MARIAN,Aguijan,Forereef,Shallow,14.84750211,145.5372731,0,Aguijan,3090,213241,RANDOM,RAMP_BASIC,2014,ForereefShallow,Aguijan,NA,NA,NA,NA,28.9047619,24.80952381,6749,8.60E-05,5.20E-05,0.00027,9.10E-05,0.130435,28.922579,0.636693,29.25,0.791,0.342949,43.690888,8.032395,56.435,3.131514,0.168478,0.039449,0.011734,0.07416,0.010598,0.061594,NA,NA,NA,NA,NA
59,AGU-00138,6752,4/8/14,2014,MARIAN,Aguijan,Forereef,Deep,14.82924976,145.5302073,0,Aguijan,2330,213241,RANDOM,RAMP_BASIC,2014,ForereefDeep,Aguijan,NA,NA,NA,NA,29.21052632,22.05263158,6752,0.000121,5.20E-05,0.00024,7.80E-05,0.158103,28.922579,0.636693,29.25,0.791,0.342949,43.786932,7.655368,55.9759,3.334223,0.186594,0.037639,0.013492,0.10277,0.012525,0.041667,NA,NA,NA,NA,NA
60,AGU-00142,6748,4/8/14,2014,MARIAN,Aguijan,Forereef,Mid,14.84227859,145.5542424,0,Aguijan,3125,213241,RANDOM,RAMP_BASIC,2014,ForereefMid,Aguijan,NA,NA,NA,NA,29.05,26.25,6748,0.000121,5.30E-05,0.00027,7.70E-05,0.164032,28.91382,0.643252,29.304,0.747833,0.286859,44.079186,7.736815,56.1128,3.015994,0.179348,0.03606,0.012778,0.0957,0.011128,0.059783,NA,NA,NA,NA,NA
61,AGU-00144,6738,4/8/14,2014,MARIAN,Aguijan,Forereef,Shallow,14.86163911,145.5615422,0,Aguijan,3130,211743,RANDOM,RAMP_BASIC,2014,ForereefShallow,Aguijan,NA,NA,NA,NA,30.20833333,28.20833333,6738,8.60E-05,5.20E-05,0.00027,9.10E-05,0.130435,28.911903,0.660957,29.176,0.861917,0.350962,43.690888,8.032395,56.435,3.131514,0.168478,0.039449,0.011734,0.07416,0.010598,0.061594,NA,NA,NA,NA,NA
62,AGU-00200,6737,4/8/14,2014,MARIAN,Aguijan,Forereef,Deep,14.85690535,145.5473116,0,Aguijan,3127,212748,RANDOM,RAMP_BASIC,2014,ForereefDeep,Aguijan,NA,NA,NA,NA,30.08695652,25.52173913,6737,8.60E-05,5.20E-05,0.00027,9.10E-05,0.130435,28.894974,0.65127,29.083,0.949167,0.395833,43.690888,8.032395,56.435,3.131514,0.168478,0.039449,0.011734,0.07416,0.010598,0.061594,NA,NA,NA,NA,NA
63,AGU-00202,6745,4/8/14,2014,MARIAN,Aguijan,Forereef,Mid,14.85945345,145.5553907,0,Aguijan,3129,212067,RANDOM,RAMP_BASIC,2014,ForereefMid,Aguijan,NA,NA,NA,NA,30.20833333,26.58333333,6745,8.60E-05,5.20E-05,0.00027,9.10E-05,0.130435,28.911903,0.660957,29.176,0.861917,0.350962,43.690888,8.032395,56.435,3.131514,0.168478,0.039449,0.011734,0.07416,0.010598,0.061594,NA,NA,NA,NA,NA
64,ALA-00002,1977,5/4/09,2009,MARIAN,AGS,Forereef,Mid,17.60753,145.8153,0,Alamagan,0,0,HAPHAZARD,RAMP_BASIC,2009,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,1977,0.000131,5.70E-05,0.00048,9.90E-05,0.164032,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
65,ALA-00003,1978,5/4/09,2009,MARIAN,AGS,Forereef,Mid,17.58693,145.81808,0,Alamagan,0,0,HAPHAZARD,RAMP_BASIC,2009,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,1978,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
66,ALA-00050,1979,5/4/09,2009,MARIAN,AGS,Forereef,Deep,17.60233001,145.8529194,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2009,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,1979,0.000142,5.30E-05,0.00037,7.20E-05,0.079051,28.670637,1.055088,29.105,1.184083,0.373397,43.572008,8.559426,57.8824,4.144965,0.192029,0.042241,0.019957,0.24173,0.025787,0.054348,NA,NA,NA,NA,NA
67,ALA-00051,1980,5/4/09,2009,MARIAN,AGS,Forereef,Shallow,17.61285215,145.8202597,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2009,ForereefShallow,Alamagan,NA,NA,NA,NA,12,12,1980,0.000131,5.70E-05,0.00048,9.90E-05,0.164032,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
68,ALA-00052,1981,5/4/09,2009,MARIAN,AGS,Forereef,Shallow,17.59794812,145.8143158,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2009,ForereefShallow,Alamagan,NA,NA,NA,NA,12,12,1981,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
69,ALA-00053,1982,5/4/09,2009,MARIAN,AGS,Forereef,Deep,17.57853664,145.8358191,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2009,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,1982,0.000148,5.30E-05,0.00037,7.00E-05,0.120553,28.716316,1.036082,29.222,1.039417,0.352564,43.463464,8.572811,56.9266,3.135083,0.179348,0.041828,0.017307,0.20417,0.021839,0.072464,NA,NA,NA,NA,NA
70,ALA-00068,3681,4/23/11,2011,MARIAN,AGS,Forereef,Deep,17.62106423,145.8299634,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,3681,0.000131,5.70E-05,0.00048,9.90E-05,0.164032,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
71,ALA-00069,3683,4/23/11,2011,MARIAN,AGS,Forereef,Deep,17.61018327,145.8160994,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,3683,0.000131,5.70E-05,0.00048,9.90E-05,0.164032,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
72,ALA-00070,3684,4/23/11,2011,MARIAN,AGS,Forereef,Deep,17.57860964,145.8254032,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,3684,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,43.294573,8.578636,57.4181,3.539685,0.163043,0.041392,0.011258,0.07455,0.014107,0.07971,NA,NA,NA,NA,NA
73,ALA-00083,3682,4/23/11,2011,MARIAN,AGS,Forereef,Mid,17.61747468,145.8216046,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2011,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,3682,0.000131,5.70E-05,0.00048,9.90E-05,0.164032,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
74,ALA-00091,3685,4/23/11,2011,MARIAN,AGS,Forereef,Mid,17.57902237,145.8375706,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2011,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,3685,0.000148,5.30E-05,0.00037,7.00E-05,0.120553,28.716316,1.036082,29.222,1.039417,0.352564,43.463464,8.572811,56.9266,3.135083,0.179348,0.041828,0.017307,0.20417,0.021839,0.072464,NA,NA,NA,NA,NA
75,ALA-00096,7086,5/2/14,2014,MARIAN,AGS,Forereef,Deep,17.59192429,145.8137212,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,7086,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
76,ALA-00101,7080,5/2/14,2014,MARIAN,AGS,Forereef,Deep,17.57945596,145.8230366,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,7080,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,43.294573,8.578636,57.4181,3.539685,0.163043,0.041392,0.011258,0.07455,0.014107,0.07971,NA,NA,NA,NA,NA
77,ALA-00104,7082,5/2/14,2014,MARIAN,AGS,Forereef,Mid,17.6211183,145.83638,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,7082,0.000142,5.30E-05,0.00037,7.20E-05,0.079051,28.71198,1.013553,29.083,1.243583,0.384615,43.572008,8.559426,57.8824,4.144965,0.192029,0.042241,0.019957,0.24173,0.025787,0.054348,NA,NA,NA,NA,NA
78,ALA-00111,7089,5/2/14,2014,MARIAN,AGS,Forereef,Mid,17.57908179,145.835197,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,7089,0.000148,5.30E-05,0.00037,7.00E-05,0.120553,28.716316,1.036082,29.222,1.039417,0.352564,43.463464,8.572811,56.9266,3.135083,0.179348,0.041828,0.017307,0.20417,0.021839,0.072464,NA,NA,NA,NA,NA
79,ALA-00112,7087,5/2/14,2014,MARIAN,AGS,Forereef,Mid,17.61450581,145.8197676,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,7087,0.000131,5.70E-05,0.00048,9.90E-05,0.164032,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
80,ALA-00116,7085,5/2/14,2014,MARIAN,AGS,Forereef,Mid,17.58363945,145.8216993,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,7085,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
81,ALA-00129,7081,5/2/14,2014,MARIAN,AGS,Forereef,Shallow,17.60209993,145.8140697,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefShallow,Alamagan,NA,NA,NA,NA,12,12,7081,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.71198,1.013553,29.083,1.243583,0.384615,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
82,ALA-00130,7090,5/2/14,2014,MARIAN,AGS,Forereef,Shallow,17.58607104,145.8217236,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefShallow,Alamagan,NA,NA,NA,NA,12,12,7090,0.000113,4.50E-05,0.00025,5.80E-05,0.083004,28.716316,1.036082,29.222,1.039417,0.352564,42.187389,8.081288,56.3505,3.81196,0.153986,0.041778,0.012101,0.06803,0.010596,0.041667,NA,NA,NA,NA,NA
83,ALA-00139,7088,5/2/14,2014,MARIAN,AGS,Forereef,Mid,17.60798654,145.8497412,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefMid,Alamagan,NA,NA,NA,NA,12,12,7088,0.000142,5.30E-05,0.00037,7.20E-05,0.079051,28.71198,1.013553,29.083,1.243583,0.384615,43.572008,8.559426,57.8824,4.144965,0.192029,0.042241,0.019957,0.24173,0.025787,0.054348,NA,NA,NA,NA,NA
84,ALA-00140,7091,5/2/14,2014,MARIAN,AGS,Forereef,Deep,17.60516217,145.8516427,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefDeep,Alamagan,NA,NA,NA,NA,12,12,7091,0.000142,5.30E-05,0.00037,7.20E-05,0.079051,28.670637,1.055088,29.105,1.184083,0.373397,43.572008,8.559426,57.8824,4.144965,0.192029,0.042241,0.019957,0.24173,0.025787,0.054348,NA,NA,NA,NA,NA
85,ALA-00142,7083,5/2/14,2014,MARIAN,AGS,Forereef,Shallow,17.58471075,145.8435389,0,Alamagan,0,0,RANDOM,RAMP_BASIC,2014,ForereefShallow,Alamagan,NA,NA,NA,NA,12,12,7083,0.000142,5.30E-05,0.00037,7.20E-05,0.079051,28.716316,1.036082,29.222,1.039417,0.352564,43.572008,8.559426,57.8824,4.144965,0.192029,0.042241,0.019957,0.24173,0.025787,0.054348,NA,NA,NA,NA,NA
86,ASC-00001,1922,4/25/09,2009,MARIAN,Asuncion,Forereef,Mid,19.69977,145.4174,0,Asuncion,0,0,HAPHAZARD,RAMP_BASIC,2009,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1922,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.260373,1.314753,29.156,1.159583,0.270833,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
87,ASC-00002,1923,4/25/09,2009,MARIAN,Asuncion,Forereef,Mid,19.68072,145.39225,0,Asuncion,0,0,HAPHAZARD,RAMP_BASIC,2009,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1923,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
88,ASC-00003,1924,4/25/09,2009,MARIAN,Asuncion,Forereef,Mid,19.7017,145.39365,0,Asuncion,0,0,HAPHAZARD,RAMP_BASIC,2009,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1924,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.219573,1.349879,29.112,1.042333,0.290064,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
89,ASC-00004,1929,4/26/09,2009,MARIAN,Asuncion,Forereef,Mid,19.70842,145.40305,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1929,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
90,ASC-00005,1930,4/26/09,2009,MARIAN,Asuncion,Forereef,Mid,19.67803,145.41177,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1930,0.000145,5.00E-05,0.00029,6.60E-05,0.110672,28.260373,1.314753,29.156,1.159583,0.270833,43.571234,8.863056,57.7326,3.961931,0.197464,0.041174,0.011071,0.08537,0.01449,0.115942,NA,NA,NA,NA,NA
91,ASC-00006,1931,4/26/09,2009,MARIAN,Asuncion,Forereef,Mid,19.6902532,145.388625,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1931,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
92,ASC-00050,1925,4/25/09,2009,MARIAN,Asuncion,Forereef,Deep,19.69127496,145.420366,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1925,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.260373,1.314753,29.156,1.159583,0.270833,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
93,ASC-00051,1926,4/25/09,2009,MARIAN,Asuncion,Forereef,Shallow,19.70340676,145.4135777,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1926,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
94,ASC-00052,1927,4/25/09,2009,MARIAN,Asuncion,Forereef,Shallow,19.70751951,145.4057609,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1927,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
95,ASC-00053,1928,4/25/09,2009,MARIAN,Asuncion,Forereef,Deep,19.69432446,145.389205,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1928,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
96,ASC-00054,1932,4/26/09,2009,MARIAN,Asuncion,Forereef,Deep,19.68093538,145.415849,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1932,0.000145,5.00E-05,0.00029,6.60E-05,0.110672,28.260373,1.314753,29.156,1.159583,0.270833,43.571234,8.863056,57.7326,3.961931,0.197464,0.041174,0.011071,0.08537,0.01449,0.115942,NA,NA,NA,NA,NA
97,ASC-00055,1933,4/26/09,2009,MARIAN,Asuncion,Forereef,Shallow,19.67663965,145.3991635,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1933,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
98,ASC-00056,1934,4/26/09,2009,MARIAN,Asuncion,Forereef,Shallow,19.68475,145.388583,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2009,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,1934,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
99,ASC-00068,3582,4/15/11,2011,MARIAN,Asuncion,Forereef,Deep,19.69357244,145.4192828,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3582,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.260373,1.314753,29.156,1.159583,0.270833,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
100,ASC-00069,3591,4/15/11,2011,MARIAN,Asuncion,Forereef,Deep,19.70216037,145.4167177,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3591,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
101,ASC-00071,3590,4/15/11,2011,MARIAN,Asuncion,Forereef,Deep,19.70538765,145.4137343,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3590,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
102,ASC-00072,3573,4/14/11,2011,MARIAN,Asuncion,Forereef,Deep,19.70734122,145.3987523,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3573,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.219573,1.349879,29.112,1.042333,0.290064,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
103,ASC-00073,3570,4/14/11,2011,MARIAN,Asuncion,Forereef,Deep,19.68882308,145.3885663,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3570,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
104,ASC-00079,3569,4/14/11,2011,MARIAN,Asuncion,Forereef,Deep,19.69818332,145.3908552,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3569,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.248249,1.323098,29.131,1.1835,0.280449,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
105,ASC-00084,3575,4/14/11,2011,MARIAN,Asuncion,Forereef,Deep,19.70656497,145.3959077,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3575,0.000115,4.60E-05,0.00025,1.50E-05,0.009881,28.219573,1.349879,29.112,1.042333,0.290064,42.34975,8.878915,57.7118,4.012237,0.177536,0.042763,0.012189,0.08369,0.00758,0.018116,NA,NA,NA,NA,NA
106,ASC-00087,3588,4/15/11,2011,MARIAN,Asuncion,Forereef,Mid,19.70773249,145.406134,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3588,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
107,ASC-00089,3589,4/15/11,2011,MARIAN,Asuncion,Forereef,Mid,19.70668509,145.4096145,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3589,0.000147,4.50E-05,0.00028,4.10E-05,0.059289,28.221857,1.360769,29.152,1.146667,0.274038,43.312703,8.921614,57.8496,4.155665,0.175725,0.042931,0.012422,0.10656,0.017018,0.09058,NA,NA,NA,NA,NA
108,ASC-00090,3593,4/15/11,2011,MARIAN,Asuncion,Forereef,Mid,19.68528592,145.4178212,0,Asuncion,0,0,RANDOM,RAMP_BASIC,2011,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA,8,8,3593,0.000145,5.00E-05,0.00029,6.60E-05,0.110672,28.260373,1.314753,29.156,1.159583,0.270833,43.571234,8.863056,57.7326,3.961931,0.197464,0.041174,0.011071,0.08537,0.01449,0.115942,NA,NA,NA,NA,NA
