"SITEVISITID","EXCLUDE_FLAG","MISSIONID","ROUNDID","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","SITE","OLD_SITE","TYPE","CLIMATE_STATION_YN","PERM_SITE","OCC_SITEID","HABITAT_CODE","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_SV","LONGITUDE_SV","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","OBS_YEAR","DATE_","TRANSECT_PHOTOS","PHOTOMOSAIC_YN","benth","fish","arms_d","arms_r","cau_d","cau_r","microb","ARMS","Benthic","CAU","Fish","Oceanography","HUMANS20","HUMANS200","ANALYSIS_SCHEME","bANALYSIS_SCHEME","TUT2012","OTHER_AREA_GROUPING","SPECIAL_PROJ_YN","SPECIAL_PROJ_DESCRIPTION"
78,0,"TC0101",18,"PRIAs","Palmyra","Palmyra","Forereef","Mid","PAL-00004","PAL-04","Haphazard",0,-1,NA,NA,4,12,NA,NA,5.87373,-162.1165,"2001",2001,"2/20/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
79,0,"TC0101",18,"PRIAs","Palmyra","Palmyra","Forereef","Mid","PAL-00005","PAL-05","Haphazard",0,-1,NA,NA,13,17,NA,NA,5.8956,-162.13792,"2001",2001,"2/20/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
80,0,"TC0101",18,"PRIAs","Kingman","Kingman","Forereef","Deep","KIN-00001","KIN-01","Haphazard",0,-1,NA,NA,20,20,NA,NA,6.38452,-162.39163,"2001",2001,"2/21/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
81,0,"TC0101",18,"PRIAs","Kingman","Kingman","Lagoon","Deep","KIN-00002","KIN-02","Haphazard",0,-1,NA,NA,19,19,NA,NA,6.3948,-162.38872,"2001",2001,"2/21/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
82,0,"TC0101",18,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00003","KIN-03","Haphazard",0,-1,NA,NA,14,15,NA,NA,6.39025,-162.3604,"2001",2001,"2/21/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
83,0,"TC0101",18,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00004","KIN-04","Haphazard",0,-1,"OCC-KIN-002",NA,15,15,NA,NA,6.43887,-162.38808,"2001",2001,"2/22/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
84,0,"TC0101",18,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00005","KIN-05","Haphazard",0,-1,NA,NA,12,14,NA,NA,6.3947,-162.3463,"2001",2001,"2/22/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
85,0,"TC0101",18,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00006","KIN-06","Haphazard",0,-1,NA,NA,15,15,NA,NA,6.38337,-162.42845,"2001",2001,"2/22/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
86,0,"TC0101",18,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00007","KIN-07","Haphazard",0,-1,NA,NA,13,15,NA,NA,6.40215,-162.38545,"2001",2001,"2/23/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
87,0,"TC0101",18,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00008","KIN-08","Haphazard",0,-1,NA,NA,12,15,NA,NA,6.42913,-162.38255,"2001",2001,"2/23/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
88,0,"TC0101",18,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00009","KIN-09","Haphazard",0,-1,NA,NA,15,15,NA,NA,6.42075,-162.37047,"2001",2001,"2/23/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
89,0,"TC0110",4,"NWHI","French Frigate","French Frigate","Forereef","Mid","FFS-00072","FFS-72","Haphazard",0,-1,NA,NA,8,12,NA,NA,23.880124,-166.273131,"2001",2001,"9/13/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
90,0,"TC0110",4,"NWHI","French Frigate","French Frigate","Lagoon","Mid","FFS-00073","FFS-73","Haphazard",0,-1,NA,NA,9,9,NA,NA,23.852815,-166.29785,"2001",2001,"9/13/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
91,0,"TC0110",4,"NWHI","French Frigate","French Frigate","Lagoon","Mid","FFS-00074","FFS-74","Haphazard",0,-1,NA,NA,7,7,NA,NA,23.854865,-166.26915,"2001",2001,"9/13/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
92,0,"TC0110",4,"NWHI","French Frigate","French Frigate","Backreef","Shallow","FFS-00015","FFS-15","Haphazard",0,-1,NA,NA,3,3,NA,NA,23.86315,-166.21145,"2001",2001,"9/14/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
93,0,"TC0110",4,"NWHI","French Frigate","French Frigate","Lagoon","Mid","FFS-00016","FFS-16","Haphazard",0,-1,NA,NA,9,9,NA,NA,23.857133,-166.271583,"2001",2001,"9/15/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
94,0,"TC0110",4,"NWHI","French Frigate","French Frigate","Backreef","Shallow","FFS-00071","FFS-71","Haphazard",0,-1,NA,NA,3,3,NA,NA,23.863152,-166.21145,"2001",2001,"9/15/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
95,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Mid","MAR-00012","12-Mar","Haphazard",0,-1,NA,NA,13,13,NA,NA,25.461663,-170.65564,"2001",2001,"9/20/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
96,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Mid","MAR-00013","13-Mar","Haphazard",0,-1,NA,NA,18,18,NA,NA,25.449395,-170.661332,"2001",2001,"9/20/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
97,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Shallow","MAR-00014","14-Mar","Haphazard",0,-1,NA,NA,4,4,NA,NA,25.430292,-170.63114,"2001",2001,"9/20/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
98,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Mid","MAR-00015","15-Mar","Haphazard",0,-1,NA,NA,8,8,NA,NA,25.497235,-170.625052,"2001",2001,"9/21/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
99,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Mid","MAR-00016","16-Mar","Haphazard",0,-1,NA,NA,13,13,NA,NA,25.50725,-170.630717,"2001",2001,"9/21/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
100,0,"TC0110",4,"NWHI","Maro","Maro","Lagoon",NA,"MAR-00017","17-Mar","Haphazard",0,-1,NA,NA,NA,NA,NA,NA,25.446595,-170.633952,"2001",2001,"9/21/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
101,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Shallow","MAR-00018","18-Mar","Haphazard",0,-1,NA,NA,3,3,NA,NA,25.43218,-170.651107,"2001",2001,"9/22/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
102,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Shallow","MAR-00019","19-Mar","Haphazard",0,-1,NA,NA,4,4,NA,NA,25.424997,-170.611093,"2001",2001,"9/22/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
103,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Mid","MAR-00022","22-Mar","Haphazard",0,-1,NA,NA,15,17,NA,NA,25.378567,-170.567467,"2001",2001,"9/22/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
104,0,"TC0110",4,"NWHI","Maro","Maro","Forereef","Mid","MAR-00020","20-Mar","Haphazard",0,-1,NA,NA,13,13,NA,NA,25.35696,-170.551623,"2001",2001,"9/23/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
105,0,"TC0110",4,"NWHI","Maro","Maro","Lagoon","Mid","MAR-00021","21-Mar","Haphazard",0,-1,NA,NA,13,13,NA,NA,25.37778,-170.550272,"2001",2001,"9/23/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
106,0,"TC0110",4,"NWHI","Maro","Maro","Lagoon","Shallow","MAR-00023","23-Mar","Haphazard",0,-1,NA,NA,4,4,NA,NA,25.422492,-170.536318,"2001",2001,"9/24/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
107,0,"TC0110",4,"NWHI","Maro","Maro","Lagoon","Shallow","MAR-00024","24-Mar","Haphazard",0,-1,NA,NA,4,4,NA,NA,25.433237,-170.56099,"2001",2001,"9/24/2001",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
108,0,"TC0201",19,"PRIAs","Baker","Baker","Forereef","Mid","BAK-00005","BAK-05","Haphazard",0,-1,NA,NA,9,14,NA,NA,0.197,-176.4862,"2002",2002,"1/29/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
109,0,"TC0201",19,"PRIAs","Baker","Baker","Forereef","Mid","BAK-00013","BAK-13","Haphazard",0,-1,NA,NA,11,11,NA,NA,0.19851,-176.4635,"2002",2002,"1/29/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
110,0,"TC0201",19,"PRIAs","Baker","Baker","Forereef","Mid","BAK-00014","BAK-14","Haphazard",0,-1,"OCC-BAK-003",NA,15,17,NA,NA,0.20532,-176.47439,"2002",2002,"1/29/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
111,0,"TC0201",19,"PRIAs","Baker","Baker","Forereef","Mid","BAK-00011","BAK-11","Haphazard",0,-1,"OCC-BAK-011",NA,9,12,NA,NA,0.1989,-176.485,"2002",2002,"1/30/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
112,0,"TC0201",19,"PRIAs","Baker","Baker","Forereef","Mid","BAK-00015","BAK-15","Haphazard",0,-1,NA,NA,12,12,NA,NA,0.20367,-176.46875,"2002",2002,"1/30/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
113,0,"TC0201",19,"PRIAs","Baker","Baker","Forereef","Mid","BAK-00016","BAK-16","Haphazard",0,-1,NA,NA,12,12,NA,NA,0.1947,-176.4628,"2002",2002,"1/30/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
114,0,"TC0201",19,"PRIAs","Howland","Howland","Forereef","Mid","HOW-00005","HOW-05","Haphazard",0,-1,NA,NA,11,12,NA,NA,0.8042,-176.6215,"2002",2002,"1/31/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
115,0,"TC0201",19,"PRIAs","Howland","Howland","Forereef","Mid","HOW-00012","HOW-12","Haphazard",0,-1,"OCC-HOW-003",NA,12,13,NA,NA,0.80927,-176.61066,"2002",2002,"1/31/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
116,0,"TC0201",19,"PRIAs","Howland","Howland","Forereef","Mid","HOW-00013","HOW-13","Haphazard",0,-1,"OCC-HOW-001",NA,11,11,NA,NA,0.81991,-176.6162,"2002",2002,"1/31/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
117,0,"TC0201",19,"PRIAs","Howland","Howland","Forereef","Mid","HOW-00011","HOW-11","Haphazard",0,-1,"OCC-HOW-005",NA,12,15,NA,NA,0.7989,-176.6205,"2002",2002,"2/1/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
118,0,"TC0201",19,"PRIAs","Howland","Howland","Forereef","Mid","HOW-00014","HOW-14","Haphazard",0,-1,"OCC-HOW-009",NA,13,15,NA,NA,0.81492,-176.623989,"2002",2002,"2/1/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
2219,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Deep","TUT-00228","TUT-228","RANDOM",0,0,NA,"MIX",27,28,NA,NA,-14.22891,-170.69751,"2010",2010,"2/23/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,54359,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
2222,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Deep","TUT-00379","TUT-379","RANDOM",0,0,NA,"PAV",24,30,NA,NA,-14.22971,-170.67082,"2010",2010,"2/23/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,54095,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
2226,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Deep","TUT-00326","TUT-326","RANDOM",0,0,NA,"MIX",23,26,NA,NA,-14.23,-170.69742,"2010",2010,"2/23/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,54359,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
2221,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Mid","TUT-00376","TUT-376","RANDOM",0,0,NA,"WAL",9,12,NA,NA,-14.23341,-170.67128,"2010",2010,"2/23/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,54246,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
2337,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Mid","TUT-00219","TUT-219","RANDOM",0,0,NA,"PAV",12,15,NA,NA,-14.23619,-170.66936,"2010",2010,"3/7/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,54233,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
124,0,"TC0201",20,"SAMOA","Tau","TAU_OPEN","Forereef","Mid","TAU-00001","TAU-01","Haphazard",0,-1,NA,NA,11,14,NA,NA,-14.24713,-169.41892,"2002",2002,"2/11/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,55502,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
125,0,"TC0201",20,"SAMOA","Tau","TAU_OPEN","Forereef","Mid","TAU-00002","TAU-02","Haphazard",0,-1,"OCC-TAU-007",NA,9,15,NA,NA,-14.25116,-169.44694,"2002",2002,"2/11/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,55502,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
126,0,"TC0201",20,"SAMOA","Tau","TAU_SANCTUARY","Forereef","Mid","TAU-00003","TAU-03","Haphazard",0,-1,NA,NA,14,14,NA,NA,-14.27603,-169.491,"2002",2002,"2/11/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,55502,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
127,0,"TC0201",20,"SAMOA","Tau","TAU_OPEN","Forereef","Mid","TAU-00004","TAU-04","Haphazard",-1,-1,"OCC-TAU-002",NA,11,14,NA,NA,-14.2124,-169.44067,"2002",2002,"2/12/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,55502,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
128,0,"TC0201",20,"SAMOA","Tau","TAU_OPEN","Forereef","Mid","TAU-00005","TAU-05","Haphazard",0,-1,NA,NA,13,15,NA,NA,-14.21462,-169.49006,"2002",2002,"2/12/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,55502,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
129,0,"TC0201",20,"SAMOA","Tau","TAU_OPEN","Forereef","Mid","TAU-00006","TAU-06","Haphazard",0,-1,NA,NA,14,14,NA,NA,-14.23946,-169.51491,"2002",2002,"2/12/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,55502,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
130,0,"TC0201",20,"SAMOA","Ofu & Olosega","Ofu & Olosega","Forereef","Mid","OFU-00001","OFU-01","Haphazard",0,-1,"OCC-OFU-004",NA,14,14,NA,NA,-14.16463,-169.65568,"2002",2002,"2/13/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
131,0,"TC0201",20,"SAMOA","Ofu & Olosega","Ofu & Olosega","Forereef","Mid","OLO-00001","OLO-01","Haphazard",0,-1,"OCC-OFU-006",NA,13,16,NA,NA,-14.16869,-169.60803,"2002",2002,"2/13/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
132,0,"TC0201",20,"SAMOA","Ofu & Olosega","Ofu & Olosega","Forereef","Mid","OLO-00002","OLO-02","Haphazard",0,-1,NA,NA,10,14,NA,NA,-14.1583,-169.61903,"2002",2002,"2/13/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
133,0,"TC0201",20,"SAMOA","Ofu & Olosega","Ofu & Olosega","Forereef","Mid","OFU-00002","OFU-02","Haphazard",0,-1,NA,NA,12,15,NA,NA,-14.1846,-169.67602,"2002",2002,"2/14/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
134,0,"TC0201",20,"SAMOA","Ofu & Olosega","Ofu & Olosega","Forereef","Mid","OFU-00003","OFU-03","Haphazard",0,-1,"OCC-OFU-012",NA,13,16,NA,NA,-14.18653,-169.66115,"2002",2002,"2/14/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
135,0,"TC0201",20,"SAMOA","Ofu & Olosega","Ofu & Olosega","Forereef","Mid","OFU-00004","OFU-04","Haphazard",0,-1,NA,NA,10,14,NA,NA,-14.17737,-169.64957,"2002",2002,"2/14/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
136,0,"TC0201",20,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Mid","SWA-00001","SWA-01","Haphazard",0,-1,"OCC-SWA-005",NA,13,17,NA,NA,-11.06818,-171.08118,"2002",2002,"2/17/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
137,0,"TC0201",20,"SAMOA","Swains","SWA_OPEN","Forereef","Mid","SWA-00002","SWA-02","Haphazard",0,-1,NA,NA,18,18,NA,NA,-11.06233,-171.06962,"2002",2002,"2/17/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
138,0,"TC0201",20,"SAMOA","Swains","SWA_OPEN","Forereef","Mid","SWA-00003","SWA-03","Haphazard",0,-1,NA,NA,11,18,NA,NA,-11.05761,-171.09133,"2002",2002,"2/18/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
139,0,"TC0201",20,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Mid","SWA-00006","SWA-06","Haphazard",0,-1,NA,NA,12,15,NA,NA,-11.04762,-171.08685,"2002",2002,"2/19/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
140,0,"TC0201",20,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Mid","SWA-00007","SWA-07","Haphazard",0,-1,NA,NA,11,20,NA,NA,-11.05137,-171.06568,"2002",2002,"2/19/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
141,0,"TC0201",20,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Mid","SWA-00008","SWA-08","Haphazard",0,-1,"OCC-SWA-001",NA,13,19,NA,NA,-11.04588,-171.07655,"2002",2002,"2/19/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
153,0,"TC0201",20,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00019","ROS-19","Haphazard",0,-1,"OCC-ROS-006",NA,14,14,NA,NA,-14.54895,-168.13792,"2002",2002,"2/26/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
2290,0,"HA1001",39,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00200","ROS-200","RANDOM",0,0,NA,"AGR",11,13,NA,NA,-14.54937,-168.13808,"2010",2010,"3/3/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
2293,0,"HA1001",39,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Deep","ROS-00242","ROS-242","RANDOM",0,0,NA,"AGR",19,22,NA,NA,-14.54607,-168.13922,"2010",2010,"3/3/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
143,0,"TC0201",20,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00002","ROS-02","Haphazard",0,-1,NA,NA,12,22,NA,NA,-14.55147,-168.13982,"2002",2002,"2/22/2002",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
459,0,"OES0402",10,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00002","ROS-02","Haphazard",0,-1,NA,NA,12,22,NA,NA,-14.55147,-168.13982,"2004",2004,"2/8/2004",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
848,0,"HI0602",17,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00002","ROS-02","Haphazard",0,-1,NA,NA,12,22,NA,NA,-14.55147,-168.13982,"2006",2006,"3/5/2006",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,"NO SCHEME","NO SCHEME",NA,NA,NA,NA
1325,0,"HI0802",26,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00002","ROS-02","HAPHAZARD",0,-1,NA,"UNK",12,22,NA,NA,-14.55147,-168.13982,"2008",2008,"3/11/2008",NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
1330,0,"HI0802",26,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Deep","ROS-00053","ROS-53","RANDOM",0,0,NA,"UNK",19,20,NA,NA,-14.545467,-168.140267,"2008",2008,"3/11/2008",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
1328,0,"HI0802",26,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Shallow","ROS-00051","ROS-51","RANDOM",0,0,NA,"UNK",4,4,NA,NA,-14.542917,-168.143133,"2008",2008,"3/11/2008",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
2291,0,"HA1001",39,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Mid","ROS-00221","ROS-221","RANDOM",0,0,NA,"AGR",10,13,NA,NA,-14.54227,-168.1436,"2010",2010,"3/3/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
1329,0,"HI0802",26,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Shallow","ROS-00052","ROS-52","RANDOM",0,0,NA,"UNK",5,5,NA,NA,-14.553633,-168.14385,"2008",2008,"3/11/2008",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
2299,0,"HA1001",39,"SAMOA","Rose","ROS_SANCTUARY","Forereef","Deep","ROS-00216","ROS-216","RANDOM",0,0,NA,"MIX",18,25,NA,NA,-14.5542,-168.14409,"2010",2010,"3/4/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
2224,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Mid","TUT-00357","TUT-357","RANDOM",0,0,NA,"AGR",9,12,NA,NA,-14.23976,-170.67563,"2010",2010,"2/23/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,54349,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
2460,0,"HA1001",39,"SAMOA","Tutuila","TUT_NE_OPEN","Forereef","Deep","TUT-00371","TUT-371","RANDOM",0,0,NA,"PAV",16,21,NA,NA,-14.24514,-170.56834,"2010",2010,"3/21/2010",NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,29253,55502,"TUT10_12","NO SCHEME",NA,NA,NA,""
